"","id","titulo","descricao","publicadoEm","data","hora","aoVivo","idCanal","nomeCanal","visualizacoes","curtidas","descurtidas","favoritos","comentarios","categoryId","defaultAudioLanguage","categoria","faturamento"
"126","bM7SZ5SBzyY","Alan Walker - Fade [NCS Release]","Listen on Spotify: http://spoti.fi/NCS House Music Playlist: http://ncs.io/house Please give a warm welcome to Alan Walker who makes his debut on NCS. His gift ...",2014-11-19 17:02:54,2014-11-19,61320,"none","UC_aEa8K-EOJ3D6gOs7HcyNg","NoCopyrightSounds",279624369,2794115,52507,0,205054,10,"en-US","Música",279000
"127","AOeY-nDp7hI","Alan Walker - Spectre [NCS Release]","NCS on Spotify: http://spoti.fi/NCS 'Spectre' is Alan Walker's follow up since his debut 2014 hit 'Fade'. Listen on Spotify: http://spoti.fi/NCS NCS <U+279E> Twitch ...",2015-01-06 17:25:41,2015-01-06,62700,"none","UC_aEa8K-EOJ3D6gOs7HcyNg","NoCopyrightSounds",168391083,1497927,25506,0,92400,24,"en-US","Entretenimento",168000
"128","jK2aIUmmdP4","Different Heaven & EH!DE - My Heart [NCS Release]","NoCopyrightSounds, music without limitations. Support on iTunes: http://apple.co/1GxoyZd Download this track for FREE: http://bit.ly/differentheavenmyheartncs ...",2013-11-13 17:43:42,2013-11-13,63780,"none","UC_aEa8K-EOJ3D6gOs7HcyNg","NoCopyrightSounds",135389922,1433538,21829,0,101102,10,"en-US","Música",135000
"129","J2X5mJ3HDYE","DEAF KEV - Invincible [NCS Release]","NoCopyrightSounds, music without limitations. DEAF KEV joins the NCS ranks with 'Invincible'. Download this track for FREE: http://bit.ly/deafkevinvinciblencs ...",2015-05-14 16:37:06,2015-05-14,59820,"none","UC_aEa8K-EOJ3D6gOs7HcyNg","NoCopyrightSounds",112988135,1334196,18253,0,82880,24,"en-US","Entretenimento",112000
"130","p7ZsBPK656s","Disfigure - Blank [NCS Release]","NoCopyrightSounds, music without limitations. Support on iTunes: http://apple.co/1FHBfuO Download this track for FREE: http://bit.ly/ncsdisfigureblank <U+2195> Listen ...",2013-05-01 16:39:45,2013-05-01,59940,"none","UC_aEa8K-EOJ3D6gOs7HcyNg","NoCopyrightSounds",111622439,1046896,14301,0,42557,24,"en-US","Entretenimento",111000
"131","jHbyQ_AQP8c","What If Everyone JUMPED At Once?","Follow Michael Stevens http://www.twitter.com/tweetsauce Tell Geek and Sundry that Vsauce says ""hi!"" and SUB!",2012-08-19 03:28:52,2012-08-19,12480,"none","UC6nSFpj9HTCZ5t-N3Rm3-HA","Vsauce",26013976,283007,8846,0,43319,28,"en","Ciência e Tecnologia",26000
"132","ixQbCXLUUj8","Why Do We Kiss?","The scientific study of kissing is ""philematology"" Follow Michael Stevens: http://www.twitter.com/tweetsauce Sources and links to learn more: Kissing facts: ...",2013-05-01 00:32:35,2013-05-01,1920,"none","UC6nSFpj9HTCZ5t-N3Rm3-HA","Vsauce",19550384,208767,7911,0,36963,28,"en","Ciência e Tecnologia",19000
"133","evQsOFQju08","Is Your Red The Same as My Red?","Subscribe to Vsauce: http://bit.ly/POIaN7 Follow Michael Stevens: http://www.twitter.com/tweetsauce http://facebook.com/VsauceGaming All music by Jake ...",2013-02-17 13:40:19,2013-02-17,49200,"none","UC6nSFpj9HTCZ5t-N3Rm3-HA","Vsauce",19499660,318877,5890,0,68015,28,"en","Ciência e Tecnologia",19000
"134","GAPqEAWW9lc","Mind Field - Official Trailer","Join me on a journey into the mysterious depths of the human psyche as I investigate the strange and surprising terrain of the Mind Field. This is the official trailer ...",2017-01-11 17:30:00,2017-01-11,63000,"none","UC6nSFpj9HTCZ5t-N3Rm3-HA","Vsauce",19221792,57856,6554,0,7237,24,"en","Entretenimento",19000
"135","GJ4Qp2xeRds","How High Can We Build?","What's the tallest THING we've ever built? How tall will we EVER be able to build? Follow Michael Stevens: http://www.twitter.com/tweetsauce http://www.",2012-06-03 18:04:34,2012-06-03,65040,"none","UC6nSFpj9HTCZ5t-N3Rm3-HA","Vsauce",18148161,180857,5685,0,24640,28,"en","Ciência e Tecnologia",18000
"136","b0vPzYhxy9c","7 Second Challenge With Miranda Sings | Zoella","The 7 Second Challenge with Miranda Sings Miranda's Video: http://bit.ly/1lEPecx Subscribe to Miranda: http://bit.ly/1kfQANT Subscribe to Colleen: ...",2014-04-06 20:19:23,2014-04-06,73140,"none","UCWRV5AVOlKJR1Flvgt310Cw","Zoella",22021240,524843,13242,0,30344,26,NA,"Estilo de Vida",22000
"137","xC6VNJ6jNKc","How Well Do We Know Each Other? | Zoella","Alfie & I decided to see how well we knew each other with questions and paper plates of squirty cream. I now never want to eat, see or smell squirty cream ever ...",2014-08-10 22:00:19,2014-08-10,79200,"none","UCWRV5AVOlKJR1Flvgt310Cw","Zoella",19352534,721573,5197,0,30606,26,NA,"Estilo de Vida",19000
"138","qx6fwery65M","Draw My Life | Zoella","You requested it & here it is, my life in drawings :) Please thumbs up if you enjoyed it! Subscribe here for vlogs: http://youtube.com/morezoella WHERE ELSE TO ...",2013-04-14 16:00:06,2013-04-14,57600,"none","UCWRV5AVOlKJR1Flvgt310Cw","Zoella",15765168,509225,3815,0,23139,24,NA,"Entretenimento",15000
"139","HTidzrJUgT0","""Most Likely To"" Sibling Edition | Zoella","Myself and my brother Joe doing ""Most Likely To"" Joe's Video: http://bit.ly/1gIspmj Subscribe to Joe: http://bit.ly/Wfn2lD JOE'S LINKS: MAIN CHANNEL ...",2014-02-16 18:00:09,2014-02-16,64800,"none","UCWRV5AVOlKJR1Flvgt310Cw","Zoella",14636833,423256,2517,0,16883,26,NA,"Estilo de Vida",14000
"140","xZvRxVbxOKo","Vlogging At 11 Years Old | Zoella","In celebration of 4 million subscribers, here is some old unseen footage of me as a little girl VLOGGING! How did I even know what vlogging was?",2014-03-02 19:14:16,2014-03-02,69240,"none","UCWRV5AVOlKJR1Flvgt310Cw","Zoella",13956906,461405,5877,0,44337,26,NA,"Estilo de Vida",13000
"141","-ibLmPuojmw","SIDEMEN CROSSBAR CHALLENGE!!","A YOUTUBERS CROSSBAR CHALLENGE WATCH THE GAME HERE: https://www.youtube.com/sidemen Thanks to http://www.mylocalpitch.com Music Used: ...",2016-03-06 21:00:00,2016-03-06,75600,"none","UCjtLOfx1yt1NlnFIDyAX3Ug","W2S",38889680,412659,7035,0,32975,20,NA,"Jogos",38000
"142","KEc68tzXvPE","GREATEST FIFA PACK OPENING OF ALL TIME","TEAM OF THE YEAR TOTY PACK OPENING FIFA 15 Coins from MMOGA: http://mmo.ga/1aCi My Twitter: http://twitter.com/wroetoshaw Snapchat: wroetosnap ...",2015-01-22 17:18:59,2015-01-22,62280,"none","UCjtLOfx1yt1NlnFIDyAX3Ug","W2S",38003544,517375,50920,0,43958,20,NA,"Jogos",38000
"143","r6ItkNMwOkA","FOOTBALL DEATH RUN","FIFA 15 Coins from MMOGA: http://mmo.ga/1aCi SIDEMEN FOOTBALL VLOG My Twitter: http://twitter.com/wroetoshaw We found this pitch through ...",2015-01-28 19:21:51,2015-01-28,69660,"none","UCjtLOfx1yt1NlnFIDyAX3Ug","W2S",28381476,253031,8670,0,6083,20,NA,"Jogos",28000
"144","pmcfL_qLhMo","W2S - KSI Sucks (RiceGum & KSI Diss Track) Official Video","SIDEMEN KSI RICEGUM DISS TRACK My Instagram: https://www.instagram.com/wroetoshaw/ My Twitter: http://twitter.com/wroetoshaw Produced by: ...",2017-08-08 18:48:25,2017-08-08,67680,"none","UCjtLOfx1yt1NlnFIDyAX3Ug","W2S",28324206,904506,185526,0,141090,24,NA,"Entretenimento",28000
"145","zcfWIEFkiP4","ROOF TOP FOOTBALL CHALLENGES","CROSSBAR BIN SHOT AND ROOF FOOTBALL CHALLENGES My Twitter: http://twitter.com/wroetoshaw SDMN Clothing: http://www.sidemenclothing.com/ How ...",2016-04-18 15:34:53,2016-04-18,56040,"none","UCjtLOfx1yt1NlnFIDyAX3Ug","W2S",28124379,386801,14173,0,56939,20,NA,"Jogos",28000
"146","IrJkyFeJ2Fc","One Rich Mother F*cker! - Grand Theft Auto 5","Click Here To Subscribe <U+25BB> http://bit.ly/SubToSyn Thanks for watching! Don't forget to leave a Rating on the video! Enjoyed the video? Then be sure to Share it ...",2013-10-16 17:00:02,2013-10-16,61200,"none","UC1ieoHqKW-yYgDhLHIcx28w","TheSyndicateProject",25774688,122015,15437,0,19559,20,NA,"Jogos",25000
"147","kK0c-LisLR8","GREEN SCREEN GHOST PRANK!","I had so much fun doing this! Hope you enjoyed it! Much love to Tucker for letting me annoy him! https://www.youtube.com/user/IIJERiiCHOII <U+25CB> My Twitter ...",2015-02-24 19:57:01,2015-02-24,71820,"none","UC1ieoHqKW-yYgDhLHIcx28w","TheSyndicateProject",18078531,237517,16563,0,12599,23,"en-GB","Comédia",18000
"148","wck6l-CAUVA","GTA V - $26,000,000 Spending Spree! Bugatti Veyronn Police Chases & More! *LIVESTREAM*","Click Here To Susbcribe <U+25BB> http://bit.ly/SubToSyn Thanks for watching! Don't forget to leave a Rating on the video! Enjoyed the video? Then be sure to Share it ...",2013-09-20 22:59:39,2013-09-20,82740,"none","UC1ieoHqKW-yYgDhLHIcx28w","TheSyndicateProject",17318768,362060,18806,0,20571,20,NA,"Jogos",17000
"149","O2okXeHNXQI","Black Ops 2 Zombies: Nuketown Round 36 Gameplay/Tutorial! w/Syndicate!","Welcome to Black Ops 2 Nuketown Zombies! Be sure to Nuke That Like Button! <U+25BB> Subscribe for more Zombie Videos! http://bit.ly/SubToSyn Twitter: ...",2012-11-13 20:02:44,2012-11-13,72120,"none","UC1ieoHqKW-yYgDhLHIcx28w","TheSyndicateProject",16557334,365305,13375,0,11317,20,NA,"Jogos",16000
"150","OPek5AB8SnI","Black Ops Zombies Round 115 ! 27,890 Kills ! 3,590,080 Points ! - By Syndicate","Subscribe here for more ! (Its free) http://bit.ly/SubToSyn <U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3><U+25B3> Twitter: http://twitter.com/#!/ProSyndicate ...",2011-11-03 20:34:56,2011-11-03,74040,"none","UC1ieoHqKW-yYgDhLHIcx28w","TheSyndicateProject",13380833,159522,5335,0,34913,20,NA,"Jogos",13000
"151","uO59tfQ2TbA","David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack","Download the album #Listen and the single Hey Mama on iTunes http://smarturl.it/guettalistendeluxe Download the remixes on iTunes: ...",2015-05-19 19:41:51,2015-05-19,70860,"none","UC1l7wYrva1qCH-wgqcHaaRg","David Guetta",1147096297,3768020,217506,0,120894,10,NA,"Música",1147000
"152","5dbEhBKGOtY","David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)","Play Hard feat. Ne-Yo & Akon. Available to download on iTunes here http://smarturl.it/PlayHardiTunes?IQid=vevo ft remixes from: R3hab, Spencer & Hill, Albert ...",2013-04-22 23:00:16,2013-04-22,82800,"none","UC1l7wYrva1qCH-wgqcHaaRg","David Guetta",807529014,1849648,126139,0,109733,10,NA,"Música",807000
"153","JRfuAukYTKg","David Guetta - Titanium ft. Sia (Official Video)","From the album Nothing But The Beat Ultimate - Download on iTunes here: http://smarturl.it/NBTBiTunes?IQid=vevo Featuring Sia, Ne-Yo, Akon, Nicki Minaj, Flo ...",2011-12-21 00:00:00,2011-12-21,0,"none","UC1l7wYrva1qCH-wgqcHaaRg","David Guetta",726661272,3096171,94271,0,184363,10,NA,"Música",726000
"154","oC-GflRB0y4","David Guetta & Showtek - Bad ft.Vassy (Lyrics Video)","Electro track from David Guetta & Showtek feat. Vassy Available on itunes : http://www.smarturl.it/nhtv56 Send TuneMojis here: http://bit.ly/TuneMoji1TuCWWR ...",2014-04-10 13:00:38,2014-04-10,46800,"none","UC1l7wYrva1qCH-wgqcHaaRg","David Guetta",708440384,2476246,123221,0,70119,10,NA,"Música",708000
"155","PVzljDmoPVs","David Guetta - She Wolf (Falling To Pieces) ft. Sia (Official Video)","From the album Nothing But The Beat Ultimate - Download on iTunes here: http://smarturl.it/NBTBiTunes?IQid=vevo Featuring Sia, Ne-Yo, Akon, Nicki Minaj, Flo ...",2012-09-28 07:00:20,2012-09-28,25200,"none","UC1l7wYrva1qCH-wgqcHaaRg","David Guetta",466453942,1775508,55907,0,131033,10,NA,"Música",466000
"156","dKwzZZKIbUs","Cyprien r<e9>pond <e0> Cortex","Ma r<e9>ponse au clash de Cortex, partagez cette vid<e9>o pour en finir avec lui ! Rejoignez ma page facebook : http://www.facebook.com/CyprienVideo Toutes mes ...",2011-10-01 13:56:11,2011-10-01,50160,"none","UCyWqModMQlbIo8274Wh_ZsQ","Cyprien",42507750,835359,12554,0,154232,23,"fr","Comédia",42000
"157","RL7grUEo960","Cyprien - L'<e9>cole","D<e9>couvrez les sc<e8>nes coup<e9>es de la vid<e9>o : http://www.youtube.com/watch?v=Fn_j-rMUvMU Retrouvez mes t-shirts sur http://www.narmol.fr ! Merci <e0> Thibaud ...",2013-11-15 16:42:37,2013-11-15,60120,"none","UCyWqModMQlbIo8274Wh_ZsQ","Cyprien",39719488,551011,9638,0,62810,23,"fr","Comédia",39000
"158","cjGZltVZORA","Cyprien - Les pubs VS La vie","Les mecs qui font les pubs <e0> la t<e9>l<e9>, ces grands drogu<e9>s... Je porte mon nouveau t-shirt Narmol : http://www.narmol.fr/tee-shirts/42-t-shirt-facepalm-usa.html ...",2014-04-18 15:29:50,2014-04-18,55740,"none","UCyWqModMQlbIo8274Wh_ZsQ","Cyprien",32317016,415852,7401,0,18488,23,"fr","Comédia",32000
"159","rR6G_Js1BX8","CYPRIEN - Je d<e9>teste !","Le b<ea>tisier ! : http://www.youtube.com/watch?v=PtTJKDFFq7k Retrouvez mes t-shirts sur http://www.narmol.fr ! Merci <e0> Vincent Tirel, Julien Josselin et Quentin ...",2013-09-02 15:55:06,2013-09-02,57300,"none","UCyWqModMQlbIo8274Wh_ZsQ","Cyprien",29073695,355286,8072,0,75701,23,"fr","Comédia",29000
"160","wzjvKygubsI","Cyprien - Les geeks","Le b<ea>tisier de la vid<e9>o : http://www.youtube.com/watch?v=ivSKMUHJq20 Ma page facebook a un truc <e0> te dire : http://www.facebook.com/CyprienVideo Pour voir ...",2012-04-21 17:16:14,2012-04-21,62160,"none","UCyWqModMQlbIo8274Wh_ZsQ","Cyprien",27669168,306289,8196,0,44776,23,"fr","Comédia",27000
"161","GP7aP67qQjQ","NORMAN - LUIGI CLASH MARIO","Bonus: http://www.normanfaitdesvideos.com/2014/01/31/bonus-luigi-clash-mario/ MP3: ...",2014-01-31 16:27:37,2014-01-31,59220,"none","UCww2zZWg4Cf5xcRKG-ThmXQ","NORMAN FAIT DES VID<c9>OS",66014011,685619,21327,0,46687,23,NA,"Comédia",66000
"162","4qGAjgUZwsk","NORMAN - ASSASSIN DES TEMPLIERS (ft Squeezie) 4K","Vid<e9>o produite par Ubisoft et inspir<e9>e de l'univers du jeu vid<e9>o Assassin's Creed. Musique par NODEY: https://nodey.bandcamp.com/ R<e9>alis<e9> par Th<e9>odore ...",2015-10-23 14:56:43,2015-10-23,53760,"none","UCww2zZWg4Cf5xcRKG-ThmXQ","NORMAN FAIT DES VID<c9>OS",50620714,826147,30001,0,75334,23,"fr","Comédia",50000
"163","fQO2Opzvyeg","NORMAN - AVOIR UN CHAT","Avoir un chat c'est pas si facile que <e7>a... MON APPLI GRATUITE : http://normanfaitdesvideos.com/2013/05/01/ce-soir-mercredi-1-mai/ Zik de fin : The last target ...",2013-09-01 14:59:00,2013-09-01,53940,"none","UCww2zZWg4Cf5xcRKG-ThmXQ","NORMAN FAIT DES VID<c9>OS",29463642,356131,7290,0,31870,23,NA,"Comédia",29000
"164","2yHn8uc5_-4","NORMAN - LES TOILETTES","J'avoue, des fois <e7>a m'arrive d'aller aux toilettes. MON FACEBOOK: https://www.facebook.com/NormanFaitDesVideos Co-<e9>crit avec Akim Omiri ...",2014-01-03 16:30:07,2014-01-03,59400,"none","UCww2zZWg4Cf5xcRKG-ThmXQ","NORMAN FAIT DES VID<c9>OS",26324458,252344,9155,0,11296,23,NA,"Comédia",26000
"165","KMcf2-Ld1yg","NORMAN - MAINTENANT J'AI GOOGLE (VID<c9>O CLIP)","ATTENTION CECI N'EST PAS UNE PUB !! Depuis l'invention des moteurs de recherche <e9>lectronique ma vie a chang<e9>... Toutes mes vid<e9>os sur: ...",2011-10-19 16:03:16,2011-10-19,57780,"none","UCww2zZWg4Cf5xcRKG-ThmXQ","NORMAN FAIT DES VID<c9>OS",25381387,240313,12128,0,21549,23,NA,"Comédia",25000
"166","_ZPpU7774DQ","OVERWATCH RAP BATTLE","Vid<e9>o sponsoris<e9>e par Blizzard et inspir<e9>e de l'univers Overwatch. Musique par NODEY & PV Nova Le jeu : http://blizz.ly/2oR28iG Un immense merci aux ...",2017-04-07 15:31:14,2017-04-07,55860,"none","UCWeg2Pkate69NFdBeuRFTAw","SQUEEZIE",22985120,540776,23651,0,58052,10,"fr","Música",22000
"167","oFMh23ez5gw","SQUEEZIE - PLACEMENTS DE PRODUITS (ft Maxenss)","L'histoire de deux mecs qui font des placements de produits. (cette vid<e9>o ne contient aucun vrai placement de produit) ABONNE-TOI ! http://bit.ly/2fm88Xo ...",2017-07-01 15:00:40,2017-07-01,54000,"none","UCWeg2Pkate69NFdBeuRFTAw","SQUEEZIE",14096414,592054,11029,0,47729,10,"fr","Música",14000
"168","6D7dqtDpLTc","LUI C'EST SQUEEZIE ! (MUSIQUE)","Apr<e8>s la premi<e8>re animation la premi<e8>re musique : de l'autotune sur des phrases extraites de nos vid<e9>os et deux jolies voix. Un GRAND merci <e0> Shindehai ...",2016-02-19 16:02:39,2016-02-19,57720,"none","UCWeg2Pkate69NFdBeuRFTAw","SQUEEZIE",12331260,323081,14416,0,53394,20,"fr","Jogos",12000
"169","3DoBmxgWXv4","ESSAYEZ DE NE PAS <ca>TRE MAL <c0> L'AISE","R<e9>sisterons-nous face <e0> la g<ea>ne ? Le malaise #2 : https://youtu.be/NBU8GBD_Zcg Clique ici pour t'abonner <U+25BB> http://bit.ly/1khetSq (merchi) La boutique officielle ...",2016-08-23 18:27:09,2016-08-23,66420,"none","UCWeg2Pkate69NFdBeuRFTAw","SQUEEZIE",12090344,297626,5928,0,29062,20,"fr","Jogos",12000
"170","ggnc2H34ULU","RESPECTEZ MON AUTORIT<c9> ! - Ba_jail (Counter-strike: Source)","Je ne serai jamais gardien de prison : je poss<e8>de l'autorit<e9> n<e9>gative. :c Ba_jail 2 <U+25BB> https://www.youtube.com/watch?v=795Msr_nffM Clique ici pour t'abonner ...",2014-04-20 15:50:04,2014-04-20,57000,"none","UCWeg2Pkate69NFdBeuRFTAw","SQUEEZIE",11930112,113212,2509,0,5897,20,NA,"Jogos",11000
"171","81szj1vpEu8","KANGAROO (REMI GAILLARD)","Dangerously funny videos created and produced by R<e9>mi GAILLARD. http://www.facebook.com/gaillardremi http://twitter.com/nqtv.",2008-09-21 21:33:21,2008-09-21,77580,"none","UCmPSwsooZq8an7xOLQQhAdw","R<e9>mi GAILLARD",78022668,357735,14988,0,31910,23,NA,"Comédia",78000
"172","MytfhzcSF-Y","MARIO KART (REMI GAILLARD)","Dangerously funny videos created and produced by R<e9>mi GAILLARD. http://www.facebook.com/gaillardremi http://twitter.com/nqtv.",2008-12-03 20:01:23,2008-12-03,72060,"none","UCmPSwsooZq8an7xOLQQhAdw","R<e9>mi GAILLARD",71839572,224245,6302,0,14733,24,NA,"Entretenimento",71000
"173","pIrvpn3k9A4","PAC MAN (REMI GAILLARD)","Dangerously funny videos created and produced by R<e9>mi GAILLARD. http://www.facebook.com/gaillardremi http://twitter.com/nqtv.",2009-04-16 16:57:47,2009-04-16,61020,"none","UCmPSwsooZq8an7xOLQQhAdw","R<e9>mi GAILLARD",66236490,243728,7671,0,19321,23,NA,"Comédia",66000
"174","gHCxdlZ7G18","ESCARGOT (REMI GAILLARD)","Dangerously funny videos created and produced by R<e9>mi GAILLARD. http://www.facebook.com/gaillardremi http://twitter.com/nqtv.",2009-02-17 20:09:38,2009-02-17,72540,"none","UCmPSwsooZq8an7xOLQQhAdw","R<e9>mi GAILLARD",41997825,148788,3710,0,11847,23,NA,"Comédia",41000
"175","hqOBR_Xbw2I","ROCKY (REMI GAILLARD)","Dangerously funny videos created and produced by R<e9>mi GAILLARD. http://www.facebook.com/gaillardremi http://twitter.com/nqtv.",2007-09-22 04:14:12,2007-09-22,15240,"none","UCmPSwsooZq8an7xOLQQhAdw","R<e9>mi GAILLARD",39051742,138442,3168,0,9297,23,NA,"Comédia",39000
"176","AA-gbKy_ke4","ON S'FAIT UN FIFA ? - CLIP","Un clip pour tous les fans de FIFA ! Allez ! <c9>crit et interpr<e9>t<e9> par CodJordan23, Squeezie et Cyprien. Musique : Nodey / R<e9>alisation : Th<e9>odore Bonnet / Chef ...",2014-11-14 17:57:03,2014-11-14,64620,"none","UCWMYFDuCcvkmPiOf1RP_IKQ","CyprienGaming",26474475,361533,20500,0,27260,10,"fr","Música",26000
"177","zdFJaDM8suI","Les Sims VS La vie","La vie des sims, c'est quand m<ea>me bizarre. Surtout si on la compare avec notre vie ! Chef de projet: Julien Allard R<e9>alisateur : Antoine Barillot Directeur de ...",2014-09-08 15:56:16,2014-09-08,57360,"none","UCWMYFDuCcvkmPiOf1RP_IKQ","CyprienGaming",18440120,270609,3623,0,5727,20,"fr","Jogos",18000
"178","4WrRd7HZFjM","Cyprien Squeezie - GTA 5 : les codes !","Retrouvez TOUS les codes ici ! : http://www.jeuxactu.com/astuces-gta-5-tous-les-codes-du-jeu-89315.htm.",2013-10-01 15:30:53,2013-10-01,55800,"none","UCWMYFDuCcvkmPiOf1RP_IKQ","CyprienGaming",10961824,89164,3898,0,5486,20,NA,"Jogos",10000
"179","vl52JKGzGRw","GTA V - Les v<e9>hicules ! (Tank, avion, sous-marin, moto, quad...)","On passe en revue les v<e9>hicules de GTA V ! Du sous-marin, du tank, de l'avion de chasse, du semi-remorque, de la moto ET-J'EN-PASSE !",2013-09-17 19:14:05,2013-09-17,69240,"none","UCWMYFDuCcvkmPiOf1RP_IKQ","CyprienGaming",10555068,87942,3771,0,7009,20,NA,"Jogos",10000
"180","dPch_EL8Y9g","On r<e9>pond <e0> vos questions ! Cyprien Squeezie","Vous <ea>tes 2 millions d'abonn<e9>s, MERCI <e0> vous ! Vous nous avez pos<e9> des centaines de questions, on a essay<e9> de r<e9>pondre <e0> certaines !",2014-06-20 15:26:37,2014-06-20,55560,"none","UCWMYFDuCcvkmPiOf1RP_IKQ","CyprienGaming",10392085,168435,3029,0,7117,20,NA,"Jogos",10000
"181","4ZHwu0uut3k","Tom Odell - Another Love (Zwette Edit)","TheSoundYouNeed - Music at its finest <U+2716><U+2716> LYRICS in description. ll Facebook : http://on.fb.me/12s8hhw ll Soundcloud : http://bit.ly/Ud6RVg <U+261E> Follow Zwette ...",2013-05-06 13:20:22,2013-05-06,48000,"none","UCudKvbd6gvbm5UCYRk5tZKA","TheSoundYouNeed",143036818,637369,17011,0,15129,10,NA,"Música",143000
"182","0XFudmaObLI","Aaron Smith - Dancin (KRONO Remix)","BUY : http://www.beatport.com/release/dancin-krono-remix/1299637 TheSoundYouNeed - Music at its finest ll Website : http://www.thesoundyouneed.net ll ...",2013-04-15 16:52:09,2013-04-15,60720,"none","UCudKvbd6gvbm5UCYRk5tZKA","TheSoundYouNeed",140360477,589846,14700,0,8754,10,NA,"Música",140000
"183","9mnoiRqh0dQ","Milky Chance - Down By The River (FlicFlac Edit)","TheSoundYouNeed - Music at its finest ll Website : http://www.thesoundyouneed.net ll Facebook : http://on.fb.me/12s8hhw ll Soundcloud : http://bit.ly/Ud6RVg ...",2013-05-24 16:43:52,2013-05-24,60180,"none","UCudKvbd6gvbm5UCYRk5tZKA","TheSoundYouNeed",97927600,305855,9687,0,4767,10,NA,"Música",97000
"184","ugkK6_XmsaQ","Max Manie - Sunday (KlangTherapeuten Remix)","TheSoundYouNeed - Music at its finest ll Website : http://www.thesoundyouneed.net ll Facebook : http://on.fb.me/12s8hhw ll Soundcloud : http://bit.ly/Ud6RVg ...",2013-02-10 19:20:40,2013-02-10,69600,"none","UCudKvbd6gvbm5UCYRk5tZKA","TheSoundYouNeed",61586287,159365,4452,0,2632,10,NA,"Música",61000
"185","NDH1bGnNMjw","Marvin Gaye - Sexual Healing (Kygo Remix)","TheSoundYouNeed - Music at its finest ll Website : http://www.thesoundyouneed.net ll Facebook : http://on.fb.me/12s8hhw ll Soundcloud : http://bit.ly/Ud6RVg ...",2013-11-29 18:50:55,2013-11-29,67800,"none","UCudKvbd6gvbm5UCYRk5tZKA","TheSoundYouNeed",54831119,209897,6911,0,3947,10,NA,"Música",54000
"186","1BE9wVnEink","MISTER V - RAP VS R<c9>ALIT<c9>","MAKING OFF DISPO ICI : https://www.youtube.com/watch?v=ZRvNROuseXw&feature=youtu.be ALBUM TOUJOURS DISPONIBLE ...",2016-12-22 18:46:21,2016-12-22,67560,"none","UC8Q0SLrZLiTj5s4qc9aad-w","Mister V",18857612,433133,5523,0,23988,23,"fr","Comédia",18000
"187","sFJXBtNvPQY","MISTER V - LA POLICE","La police c'est des gens qui sont bien, enfin <e7>a d<e9>pend, mais voil<e0> quoi tu m'as compris. Instrumentales compos<e9>es par : - Banu ...",2014-01-26 17:58:57,2014-01-26,64680,"none","UC8Q0SLrZLiTj5s4qc9aad-w","Mister V",17627201,219379,4771,0,10330,23,NA,"Comédia",17000
"188","a3bCKxftUTc","MISTER V - DORMIR","Dormir c'est vraiment agr<e9>able, je tenais vraiment <e0> vous en parler ! ABONNE TOI A MA CHAINE ET RETROUVE MOI SUR : FACEBOOK ...",2014-06-01 16:00:59,2014-06-01,57600,"none","UC8Q0SLrZLiTj5s4qc9aad-w","Mister V",16487622,234232,4727,0,8090,23,NA,"Comédia",16000
"189","8SzkEpm3_w8","MISTER V - LE RAP","Moi si j'faisais pas des vid<e9>os je serais rappeur, mais un vrai rapppeur <e0> texte tu vois, genre K-Maro. Toutes les prods proviennent de Geronimo Beats ...",2013-04-28 17:32:32,2013-04-28,63120,"none","UC8Q0SLrZLiTj5s4qc9aad-w","Mister V",16297329,211401,3515,0,19012,23,NA,"Comédia",16000
"190","SqUOGmKTH_g","MISTER V - AVOIR UN GOSSE","Ca y est ! Je suis papa, l'occasion pour moi d'en parler <e0> travers une vid<e9>o internet web 2.0 podcast buzz morandini thibaut des anges embrouille <e0> chatelet ...",2015-01-31 16:58:30,2015-01-31,61080,"none","UC8Q0SLrZLiTj5s4qc9aad-w","Mister V",13981354,234808,5382,0,7934,23,NA,"Comédia",13000
"191","rnEkZVxoeoc","FAIRE UN RE<U+00B4>GIME - LE RIRE JAUNE","Les secrets d'un r<e9>gime r<e9>ussi ! Viens Rire Jaune ici ;) <U+25BB> http://facebook.com/LeRireJauneOfficiel Abonne-Toi http://bit.ly/Rire-Jaune <U+2606> Twitter ...",2014-08-31 15:56:08,2014-08-31,57360,"none","UCTt2AnK--mnRmICnf-CCcrw","Le Rire Jaune",15105925,302457,2781,0,26786,23,"fr","Comédia",15000
"192","L_HwIWm9crc","AVOIR UN FR<c8>RE - LE RIRE JAUNE","Viens Rire Jaune ici ;) <U+25BB> http://facebook.com/LeRireJauneOfficiel Abonne-Toi http://bit.ly/Rire-Jaune <U+2606> Twitter <U+25BB>http://twitter.com/lerirejaune Merci <e0> Donnie ...",2013-11-08 16:57:36,2013-11-08,61020,"none","UCTt2AnK--mnRmICnf-CCcrw","Le Rire Jaune",13894260,243458,1980,0,9834,23,"fr","Comédia",13000
