"","id","titulo","descricao","publicadoEm","data","hora","aoVivo","idCanal","nomeCanal","visualizacoes","curtidas","descurtidas","favoritos","comentarios","categoryId","defaultAudioLanguage","categoria","faturamento"
"63","X8ZR6wAPRxM","THE AMAZING SPIDER-MAN 2 [PS4] [HD+] - Holt das Ungeziefer-Spray! <U+2605> Let's Test Spider-Man","SPIDER-MAN 2 <U+0095> PLAYLIST: Folgt. <U+25BB> Die SPINNEN doch: http://gronkh.de?p=25700 <U+25BB> SehrAMAZING: http://bit.ly/JoinGroArmy <U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7>...",2014-05-01 20:06:07,2014-05-01,72360,"none","UCYJ61XIK64sp6ZFFS8sctxw","Gronkh",5821154,26824,2606,0,3489,20,NA,"Jogos",5000
"64","Y0noFhiUh1U","Let's Test Slender [Deutsch] [HD+]","SLENDER <U+0095> Mehr HORROR: http://bit.ly/MehrHorror <U+25BB> KOSTENLOS ZIEHEN: http://gronkh.de/testet/slender <U+25BB> JUHU: http://bit.ly/JoinGroArmy <U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7><U+00B7>...",2012-07-21 21:41:31,2012-07-21,78060,"none","UCYJ61XIK64sp6ZFFS8sctxw","Gronkh",4006891,51145,2265,0,23311,24,NA,"Entretenimento",4000
"65","c5hlfzcVLhY","OUTLAST [HD+] #001 - Willkommen in der Anstalt <U+2605> Horror <U+2605> Let's Play Outlast","OUTLAST #001 <U+0095> AUTOPLAY: http://goo.gl/2sezWR <U+25BB> OUTGELASSEN geht es zu auf http://gronkh.de?p=20194 <U+25BB> JUHU: http://bit.ly/JoinGroArmy ...",2013-09-05 19:00:39,2013-09-05,68400,"none","UCYJ61XIK64sp6ZFFS8sctxw","Gronkh",3457446,35889,834,0,7796,20,NA,"Jogos",3000
"66","4gSOMba1UdM","Bibi H - How it is ( wap bap ... ) [Official Video]","""How it is (wap bap)"" AVAILABLE EVERYWHERE NOW: http://wmg.click/BibiH_HowItIsAY * STORES Germany: - Amazon - Media Markt - Saturn - M<fc>ller - Expert ...",2017-05-05 12:00:00,2017-05-05,43200,"none","UCHfdTAyg5t4mb1G-3rJ6QsQ","BibisBeautyPalace",46469468,390977,2576777,0,1013027,10,NA,"Música",46000
"67","HxLK4JZwUVY","10 ARTEN VON P<c4>RCHEN + Outtakes","JULIANS KANAL: https://www.youtube.com/channel/UCX71z-68tW3Pk5TW6EPKQgg Haben wir euch zum lachen bringen k<f6>nnen? DAUMEN HOCH <U+2665>. Werde ...",2013-11-10 11:00:02,2013-11-10,39600,"none","UCHfdTAyg5t4mb1G-3rJ6QsQ","BibisBeautyPalace",14578881,376224,20451,0,13505,24,NA,"Entretenimento",14000
"68","zlP7zN2obZA","10 ARTEN VON GESCHWISTERN + Outtakes","JULIANS KANAL: https://www.youtube.com/channel/UCX71z-68tW3Pk5TW6EPKQgg Konnten wir euch zum Lachen bringen? DAUMEN HOCH <U+2665>. 10 Arten von ...",2014-02-09 10:00:02,2014-02-09,36000,"none","UCHfdTAyg5t4mb1G-3rJ6QsQ","BibisBeautyPalace",12332753,274307,13192,0,13836,24,NA,"Entretenimento",12000
"69","-qe8KBevGFo","Ich PRANKE Julian // mit RIESEN STREIT :O .. meine RACHE ! BibisBeautyPalace","Jetzt hier mich kostenlos abonnieren: https://www.youtube.com/user/BibisBeautyPalace?sub_confirmation=1&feature=iv&src_vid=nGKGMX3eYxY&annotation_ ...",2016-01-21 13:00:00,2016-01-21,46800,"none","UCHfdTAyg5t4mb1G-3rJ6QsQ","BibisBeautyPalace",10266685,424244,25220,0,27262,26,NA,"Estilo de Vida",10000
"70","mjYjnjC2d7M","Ich bin schwanger :O PRANK / Ich pranke Julian .. | BibisBeautyPalace","Jetzt mich hier kostenlos abonnieren: https://www.youtube.com/user/BibisBea... Hat euch das Video gefallen? DAUMEN HOCH :). Julian prankt mich: ...",2016-05-29 09:00:02,2016-05-29,32400,"none","UCHfdTAyg5t4mb1G-3rJ6QsQ","BibisBeautyPalace",9633560,382851,35772,0,34101,26,NA,"Estilo de Vida",9000
"71","8sPj0Ic8KQ8","R.I.O. feat. Nicco - Party Shaker (Official Video HD)","Listen on Spotify: http://spoti.fi/1hfDGxs TAKEN FROM: R.I.O. -- TURN THIS CLUB AROUND [LIMITED EDITION] +++ CD & DOWNLOAD: OUT NOW!",2012-05-15 08:05:25,2012-05-15,29100,"none","UCb3tJ5NKw7mDxyaQ73mwbRg","Kontor.TV",216647949,532850,32790,0,46666,10,NA,"Música",216000
"72","b6vSf0cA9qY","Klingande - Jubel (Official Video HD)","Get the single <U+0084>Jubel"" here: iTunes: http://smarturl.it/jubel-klingande Amazon digital: http://amzn.to/17Ltnds Directed by Michael Johansson & Johan Rosell ...",2013-09-20 09:50:41,2013-09-20,35400,"none","UCb3tJ5NKw7mDxyaQ73mwbRg","Kontor.TV",159231378,522286,15508,0,9649,10,NA,"Música",159000
"73","Kh2FRFhS7QY","DJ Antoine vs Timati feat. Kalenna - Welcome to St. Tropez (DJ Antoine vs Mad Mark Remix) [Lyrics]","Taken from his album <U+0093>Welcome to DJ Antoine<U+0094>. Buy here: http://buy.kontor.tv/DjAntoineWelcomeToDjAntoine.html Pre-order his new album 'Provocateur': ...",2011-02-16 09:39:18,2011-02-16,34740,"none","UCb3tJ5NKw7mDxyaQ73mwbRg","Kontor.TV",158182956,396140,18749,0,31721,10,NA,"Música",158000
"74","Bkj3IVIO2Os","Stereoact feat. Kerstin Ott - Die Immer Lacht (Official Video HD)","Hol' dir die neue Single 'Nummer Eins' von Stereoact als Stream / Download: https://kontor.lnk.to/NummerEinsYo STEREOACT - 'TANZANSAGE' - DAS ALBUM!",2015-12-14 16:53:26,2015-12-14,60780,"none","UCb3tJ5NKw7mDxyaQ73mwbRg","Kontor.TV",116895038,335100,48874,0,23940,10,"en-GB","Música",116000
"75","kK42LZqO0wA","Martin Solveig & Dragonette - Hello (Official Short Video Version HD)","Listen on Spotify: http://spoti.fi/185JtMp Buy the single ""Martin Solveig & Dragonette - Hello"" here: http://bit.ly/awdh8Y Also available on Martin Solveig's album ...",2010-10-01 09:08:44,2010-10-01,32880,"none","UCb3tJ5NKw7mDxyaQ73mwbRg","Kontor.TV",68160202,246961,6456,0,19890,10,NA,"Música",68000
"76","SHWAoZe_1yA","Julien Bam - Everyday Saturday (Parodie)","Viel Spa<df> mit meinem 2 Mio Abo - Speci... nein Spa<df>! Alles nur Parodie, nehmt es nicht zu ernst! So etwas ensteht in 4 Tagen, wenn man einfach auf seinen ...",2016-05-07 12:00:02,2016-05-07,43200,"none","UCTXeJ33DzXI2veQpKfrvaYw","Julien Bam",22316261,1058711,81898,0,131825,24,NA,"Entretenimento",22000
"77","2YY_VrqksXA","MUSIKVIDEO feat. LENA MEYER LANDRUT (HeyJu-Special) | Julien Bam","LENA: https://youtu.be/00x7rGKtSY4 TEIL 1 (HeyJu): https://youtu.be/Gj-4q3rs26U Danke an mein Team!! Checkt die Boys ab! VINCE (Beat): ...",2016-02-12 13:00:00,2016-02-12,46800,"none","UCTXeJ33DzXI2veQpKfrvaYw","Julien Bam",16927390,502947,9722,0,26126,22,NA,"Pessoas e Blog",16000
"78","OBYhViG-p1Y","<f0><U+009F><U+008D><U+008E>PPAP Pen Pineapple Apple Pen in 15 STYLES<f0><U+009F><U+008D><U+008D> | Julien Bam","W<fc>rden uns mega freuen, wenn ihr unser PPAP Pen Pineapple Apple Pen in 15 STYLES Video auf euren Platformen teilt :) MAKING OF: ...",2016-10-08 16:00:01,2016-10-08,57600,"none","UCTXeJ33DzXI2veQpKfrvaYw","Julien Bam",15579704,589860,17149,0,55584,24,NA,"Entretenimento",15000
"79","yGby6Ue0yIw","SONGS in REAL LIFE | Julien Bam","Songs in Real Life geht in die 3te Runde. Welcher Song hat euch am besten gefallen? Wir w<fc>rden uns mega freuen, wenn ihr uns helft, das Video zu teilen ...",2017-05-06 12:00:05,2017-05-06,43200,"none","UCTXeJ33DzXI2veQpKfrvaYw","Julien Bam",11670635,613006,7545,0,38539,24,"de","Entretenimento",11000
"80","Be5mm8jq8cI","SONGS in REAL LIFE | Julien Bam","Wie hat euch Songs in Real Life gefallen? Wir w<fc>rden uns freuen, wenn ihr uns helft, das Video zu teilen :) Zum Ersten Songs in Real: ...",2017-01-27 15:00:03,2017-01-27,54000,"none","UCTXeJ33DzXI2veQpKfrvaYw","Julien Bam",10655982,438948,8542,0,41840,24,"de","Entretenimento",10000
"81","YyNLs1-eYK4","ApeCrime - ICH TRAU MICH NICHT","Unser Album: Affenbande CD - Amazon: http://amzn.to/1eJZ9Q8 Affenbande - iTunes: http://apple.co/1Ly5Sd2 BangEP: https://apecrime.lnk.to/Bang Teilt das ...",2013-08-30 12:00:05,2013-08-30,43200,"none","UCw_T-wN5D_NbfwFp4ztQvBA","ApeCrime",14140473,327328,8788,0,33932,24,NA,"Entretenimento",14000
"82","ASsenodFGUI","CRO - TRAUM ( Parodie )","Unser Album: Affenbande CD - Amazon: http://amzn.to/1eJZ9Q8 Affenbande - iTunes: http://apple.co/1Ly5Sd2 BangEP: https://apecrime.lnk.to/Bang Darstellerin ...",2014-04-25 14:00:02,2014-04-25,50400,"none","UCw_T-wN5D_NbfwFp4ztQvBA","ApeCrime",9659319,128257,7524,0,6010,24,NA,"Entretenimento",9000
"83","HRf8DbFKnyg","ApeCrime - SWING DEIN DING","Unser Album: Affenbande CD - Amazon: http://amzn.to/1eJZ9Q8 Affenbande - iTunes: http://apple.co/1Ly5Sd2 BangEP: https://apecrime.lnk.to/Bang Swing Dein ...",2014-01-10 14:59:29,2014-01-10,53940,"none","UCw_T-wN5D_NbfwFp4ztQvBA","ApeCrime",9078231,200992,5275,0,11490,24,NA,"Entretenimento",9000
"84","Gt-dB9np2k4","ApeCrime - AFFENGANG","Unser Album: Affenbande CD - Amazon: http://amzn.to/1eJZ9Q8 Affenbande - iTunes: http://apple.co/1Ly5Sd2 BangEP: https://apecrime.lnk.to/Bang Geilsten ...",2014-05-16 14:00:02,2014-05-16,50400,"none","UCw_T-wN5D_NbfwFp4ztQvBA","ApeCrime",7392122,169387,7775,0,9702,24,NA,"Entretenimento",7000
"85","5MsR_Dq-9dM","10 SONGS IN REALLIFE!","Geilsten Klamotten: http://crimeshop.de Facebook: http://fb.com/apecrime Instagram: Cengiz: http://instagram.com/cengiz Jan: http://instagram.com/itsjanmeyer ...",2014-04-11 14:00:03,2014-04-11,50400,"none","UCw_T-wN5D_NbfwFp4ztQvBA","ApeCrime",7145118,182026,4236,0,6591,24,NA,"Entretenimento",7000
"86","Z_mf9aCHag8","KC Rebell feat. Mo<e9> <U+25BA> BIST DU REAL <U+25C4> [ official Video 4K ] | Dagi Bee","W<fc>rde mich freuen, wenn Ihr mir ein KOSTENLOSES ABO da lasst <U+2661> <U+25B8> THEMA : FANLIEBE : https://youtu.be/RldpvPaKPIM <U+25B8> GANG TOUR VLOG ...",2015-06-12 11:16:14,2015-06-12,40560,"none","UCpZ_DI-ZugwMzXcqccaTVsg","Dagi Bee",49138649,625117,138447,0,64871,24,"de","Entretenimento",49000
"87","sCZKW2IAbMA","PROBLEME unter Geschwistern - mit Julien Bam | Dagi Bee","Euch hat das Video gefallen ? :) --- DAUMEN HOCH <U+2661> <U+25B8> Ju's : 20 ARTEN von Selfies : https://youtu.be/7OvI5c7RPjs <U+25B8> PROBLEME bei WhatsApp ...",2015-03-22 12:00:00,2015-03-22,43200,"none","UCpZ_DI-ZugwMzXcqccaTVsg","Dagi Bee",9532747,289254,10167,0,14176,23,NA,"Comédia",9000
"88","gYwatUNXp68","PROBLEME bei WhatsApp - mit Julien Bam | Dagi Bee","Euch hat das Video gefallen ? :) --- DAUMEN HOCH <U+2661> <U+25B8> Julien's NEUES VIDEO : http://youtu.be/350MV9f1Tvc <U+25B8> Probleme in der Schule ...",2015-03-08 12:00:01,2015-03-08,43200,"none","UCpZ_DI-ZugwMzXcqccaTVsg","Dagi Bee",7976716,281518,10764,0,12743,23,NA,"Comédia",7000
"89","AudVHp8q83M","PROBLEME mit Eltern ( + Julien Bam ) | Dagi Bee","Euch hat das Video gefallen ? :) --- DAUMEN HOCH <U+2661> <U+25B8> PROBLEME bei WhatsApp : https://youtu.be/gYwatUNXp68 <U+25B8> Ju's Video ...",2015-05-17 11:00:00,2015-05-17,39600,"none","UCpZ_DI-ZugwMzXcqccaTVsg","Dagi Bee",6702343,252175,11212,0,8296,26,NA,"Estilo de Vida",6000
"90","RlZvxPN7ABI","DAGI BEE GEHT FREMD !  PRANK","Habt Ihr bock auf mehr PRANKS ? :) --- DAUMEN HOCH <U+2661> <U+25B8> L<e9>on's Video : https://www.youtube.com/user/AlbarazzTV <U+25B8> 30 MEGA CRAZY Dinge f<fc>r NUR 1<U+0080> ...",2016-05-19 11:00:01,2016-05-19,39600,"none","UCpZ_DI-ZugwMzXcqccaTVsg","Dagi Bee",6438355,283936,44473,0,13322,24,"de","Entretenimento",6000
"91","cNvjKkXFBvU","WEKEED - Wild Child","The wild union of a girl and a boy brought together by life. Just like other couples make love, they make music. <U+2728> Subscribe to our Newsletter and get 10 fresh ...",2012-05-17 21:08:30,2012-05-17,76080,"none","UCXIyz409s7bNWVcM-vjfdVA","Majestic Casual",46843977,214661,4685,0,4760,24,NA,"Entretenimento",46000
"92","oVcG9lpZV24","Chris Malinchak - So Good To Me","Chris Malinchak - So Good To Me is one of my favorite deep house tracks on Majestic Casual! ""So Good To Me"". Download & Lyrics below <U+266B> <U+25CB> SUBSCRIBE ...",2012-10-23 16:59:15,2012-10-23,61140,"none","UCXIyz409s7bNWVcM-vjfdVA","Majestic Casual",42532879,158930,4137,0,5547,24,"en","Entretenimento",42000
"93","3zTYIKJOM9Y","Delilah - Inside My Love (Redlight Remix)","Delilah - Inside My Love (Redlight Remix) show UK Garage at its best in my opinion. Can't wait to hear more from Delilah and Redlight. Majestic Casual ...",2012-07-16 15:04:48,2012-07-16,54240,"none","UCXIyz409s7bNWVcM-vjfdVA","Majestic Casual",31221087,126472,2335,0,2286,24,NA,"Entretenimento",31000
"94","laasoy84YLY","Tourist - Your Girl","Tourist - Your Girl is an emotive soundscape of rhythm and beauty, filled with that fluffy stuff dreams are made of. Still can't get enough of it. Follow Tourist ...",2012-11-29 19:54:58,2012-11-29,71640,"none","UCXIyz409s7bNWVcM-vjfdVA","Majestic Casual",27233057,108081,2682,0,2740,24,NA,"Entretenimento",27000
"95","Wg1I5kqB1tM","Ellie Goulding - High For This (The Weeknd Cover)","Ellie Goulding - High For This (The Weeknd Cover) - Please don't forget to SUBSCRIBE! <U+2665> <U+25CB> DOWNLOAD & STREAM ""High For This"" ...",2012-05-30 18:02:50,2012-05-30,64920,"none","UCXIyz409s7bNWVcM-vjfdVA","Majestic Casual",26072503,121579,2856,0,3190,24,NA,"Entretenimento",26000
"96","2qrwwrYzGyw","TOP 7 - YOUTUBER OHNE MAKEUP !! <f0><U+009F><U+0098><U+00AF><f0><U+009F><U+0098><U+00B1>","Letztes Video: https://youtu.be/s0K4J1GZo4Q <U+25BB>Snapchat: RealSimonDesue <U+25BB>Instagram: http://instagram.com/simondesue <U+25BB>Twitter: ...",2016-07-10 13:00:00,2016-07-10,46800,"none","UCrDAFagvWYuScZMzqs-OslA","Simon Desue",5540372,156523,22752,0,10752,24,NA,"Entretenimento",5000
"97","7WfGwtZd1_Q","DIE SCHMERZHAFTESTE CHALLENGE EVER!! - mit KSFreak & Andre","Andres Video: https://youtu.be/W5HoKt4gIs0 KS Video: https://youtu.be/Wy9pxERfwfo Hinterlasst einen Daumen nach oben wenn ihr mehr bock auf solche ...",2016-05-12 14:00:00,2016-05-12,50400,"none","UCrDAFagvWYuScZMzqs-OslA","Simon Desue",5507283,106841,23038,0,5229,24,NA,"Entretenimento",5000
"98","iklSl49qw-A","SCH<dc>LERVZ IST SINNLOS!","Halfcastgermany ABONNIEREN: http://www.youtube.com/subscription_center?add_user=halfcastgermany *Haupt Channel: ...",2010-01-10 17:05:57,2010-01-10,61500,"none","UCrDAFagvWYuScZMzqs-OslA","Simon Desue",5043249,79569,17628,0,15897,1,NA,"Filme e Animação",5000
"99","IJQay3jsmQ0","BADEN in WACKELPUDDING FAIL!! <f0><U+009F><U+0098><U+00A8><f0><U+009F><U+0098><U+0082>","Naja die Idee war wohl doch nicht so der bringer haha.. Die PEINLICHSTEN Musical.lys #2: https://youtu.be/ioH0Udkqnyc <U+25BB>Snapchat: RealSimonDesue ...",2016-08-08 13:00:03,2016-08-08,46800,"none","UCrDAFagvWYuScZMzqs-OslA","Simon Desue",5013686,155907,18020,0,14983,24,NA,"Entretenimento",5000
"100","s0K4J1GZo4Q","7 ARTEN VON POOLG<c4>STEN <f0><U+009F><U+0092><U+00A6><f0><U+009F><U+0098><U+009D> | mit Special Guest","Letztes Video: https://youtu.be/RqqkEp8M0lY <U+25BB>Snapchat: RealSimonDesue <U+25BB>Instagram: SimonDesue Danke an Alberto & Janni ...",2016-07-08 14:00:06,2016-07-08,50400,"none","UCrDAFagvWYuScZMzqs-OslA","Simon Desue",4883558,161307,8354,0,4464,24,NA,"Entretenimento",4000
"101","QJO3ROT-A4E","One Direction - What Makes You Beautiful","One Direction's official music video for What Makes You Beautiful. As featured on Up All Night, listen on Spotify http://smarturl.it/UpAllNightSP Click to buy the ...",2011-08-19 15:00:00,2011-08-19,54000,"none","UCbW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO",886243723,4360431,364568,0,899796,10,NA,"Música",886000
"102","Jwgf3wmiA04","One Direction - Drag Me Down","One Direction's official music video for Drag Me Down. As featured on Made in the A.M., listen on Spotify http://smarturl.it/MADamSP Click to buy the album via ...",2015-08-21 05:30:00,2015-08-21,19800,"none","UCbW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO",653187953,5103577,179127,0,459627,10,NA,"Música",653000
"103","W-TE_Ys4iwM","One Direction - Story of My Life","One Direction's official music video for Story of My Life. As featured on Midnight Memories, listen on Spotify http://smarturl.it/MidnightMemoriesSP Click to buy the ...",2013-11-03 16:00:02,2013-11-03,57600,"none","UCbW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO",604446480,3980134,168614,0,544568,10,NA,"Música",604000
"104","AbPED9bisSc","One Direction - Live While We're Young","One Direction's official music video for Live While We're Young. As featured on Take Me Home, listen on Spotify http://smarturl.it/TakeMeHomeSPx Click to buy ...",2012-09-20 17:04:23,2012-09-20,61440,"none","UCbW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO",549468231,2771775,154211,0,553575,10,NA,"Música",549000
"105","Y1xs_xPb46M","One Direction - One Thing","One Direction's official music video for One Thing. As featured on Up All Night, listen on Spotify http://smarturl.it/UpAllNightSP Click to buy the album via iTunes: ...",2012-01-13 16:00:00,2012-01-13,57600,"none","UCbW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO",546498489,2477882,133466,0,411023,10,NA,"Música",546000
"106","lp-EO5I60KA","Ed Sheeran - Thinking Out Loud [Official Video]","The official video for 'Thinking Out Loud', Ed learnt to dance! 'x', available to buy via iTunes here: http://smarturl.it/x-itunesdlx Featuring and taught by ...",2014-10-07 13:57:37,2014-10-07,50220,"none","UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran",1834685664,7167940,297641,0,228258,10,NA,"Música",1834000
"107","_dK2tDK9grQ","Ed Sheeran - Shape Of You [Official Lyric Video]","Watch the official video now: https://www.youtube.com/watch?v=JGwWNGJdvx8 Stream or Download Shape Of You: https://atlanti.cr/2singles <f7>. Out 3rd March: ...",2017-01-06 04:59:03,2017-01-06,17940,"none","UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran",716505001,4214596,189952,0,154439,10,NA,"Música",716000
"108","FOjdXSrtUxA","Ed Sheeran - Give Me Love [Official Video]","Official music video for Ed Sheeran's 'Give Me Love'. Buy 'Give Me Love' on iTunes here: http://smarturl.it/GML Subscribe to Ed's channel: ...",2012-11-09 20:00:09,2012-11-09,72000,"none","UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran",467535157,2052623,58649,0,91686,10,NA,"Música",467000
"109","nSDgHBxUbVQ","Ed Sheeran - Photograph (Official Music Video)","Download on iTunes: http://smarturl.it/x-itunesdlx Listen on Spotify: http://smarturl.it/stream.photograph Directed by Emil Nava Subscribe to Ed's channel: ...",2015-05-10 00:40:11,2015-05-10,2400,"none","UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran",400190113,2709026,61498,0,103628,10,NA,"Música",4e+05
"110","7Qp5vcuMIlk","Ed Sheeran - Castle On The Hill [Official Lyric Video]","Watch the offical video: https://youtu.be/K0ibBPhiaG0 Stream or Download Castle On The Hill: https://atlanti.cr/2singles <f7>. Out 3rd March: ...",2017-01-06 04:58:46,2017-01-06,17880,"none","UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran",282549718,1538307,54886,0,52988,10,NA,"Música",282000
"111","708mjaHTwKc","KSI - Lamborghini (Explicit) ft. P Money","Stream for Free on Spotify: http://t.co/dWuBx0BZl8 / iTunes: http://bit.ly/KSILambo 'Keep Up' CDs & T-shirts available here: http://po.st/KeepUpStore 'Keep Up' ...",2015-03-25 17:08:37,2015-03-25,61680,"none","UCVtFOytbRpEvzLjvqGG5gxQ","KSI",83476217,1606221,111161,0,128313,10,NA,"Música",83000
"112","O1oGMX6lO10","CROSSBAR CHALLENGE!!!!!","NEW CHANNEL: https://www.youtube.com/sidemen My Twitter: https://twitter.com/KSIOlajidebt Instagram: http://instagram.com/therealksi Hats And Shirts: ...",2014-07-26 13:06:32,2014-07-26,47160,"none","UCVtFOytbRpEvzLjvqGG5gxQ","KSI",46131359,507589,6627,0,35363,24,NA,"Entretenimento",46000
"113","Zzpg8qbSJIE","KSI & MNDM - FRIENDS WITH BENEFITS (FWB) OFFICIAL MUSIC VIDEO","SONG AT THE END: http://po.st/Jump3 Stream FWB: http://po.st/FWB6 Buy FWB: http://po.st/FWB7 Instagram: http://instagram.com/ksi My Twitter: ...",2016-08-05 11:49:59,2016-08-05,42540,"none","UCVtFOytbRpEvzLjvqGG5gxQ","KSI",36241992,760532,63685,0,103179,10,NA,"Música",36000
"114","uBosAirL8ds","KSI Ft JME <U+0096> KEEP UP (Official Video)","Stream for Free on Spotify: http://po.st/KUEPSpotify iTunes - http://po.st/KeepUpEP3 Stream Apple Music: http://po.st/A4KeepUpEP 'Keep Up' CDs & T-shirts ...",2015-11-15 18:26:50,2015-11-15,66360,"none","UCVtFOytbRpEvzLjvqGG5gxQ","KSI",34772286,598138,42235,0,54138,24,NA,"Entretenimento",34000
"115","uO0ZNHZ5F1E","KSI ft Ricegum - Earthquake (Official Music Video)","Ricegum: https://www.youtube.com/user/RiceGum Twitter: https://twitter.com/KSIOlajidebt Instagram: https://www.instagram.com/ksi Beat by: ...",2017-08-12 18:17:41,2017-08-12,65820,"none","UCVtFOytbRpEvzLjvqGG5gxQ","KSI",30291705,1149630,271254,0,335879,24,NA,"Entretenimento",30000
"116","GG90TQUd7Ac","BEST OF THEDIAMONDMINECART // DANTDM!!","Subscribe and join TeamTDM! :: http://bit.ly/TxtGm8 <U+25BB> Previous Video :: https://youtu.be/sKK5iwCKK5M <U+25BB> Follow Me on Twitter ...",2015-10-03 18:30:42,2015-10-03,66600,"none","UCS5Oz6CHmeoF7vSad0qqXfw","DanTDM",40619935,156462,5927,0,24210,20,NA,"Jogos",40000
"117","T_vGAPvjOc8","HOW I MET DR TRAYAURUS | Minecraft","""HOW MANY LIKES CAN WE GET?!"" <U+25BB> Next: ...",2014-06-21 19:40:25,2014-06-21,70800,"none","UCS5Oz6CHmeoF7vSad0qqXfw","DanTDM",38935946,384861,8863,0,43758,20,NA,"Jogos",38000
"118","L1a2Y7FjLZY","Minecraft | TRAYAURUS GOES TO PRISON | Custom Mod Adventure","Subscribe and join TeamTDM! :: http://bit.ly/TxtGm8 <U+25BB> Previous Adventure :: http://youtu.be/r4fYsA-pOJE <U+25BB> Follow Me on Twitter ...",2015-01-24 20:03:02,2015-01-24,72180,"none","UCS5Oz6CHmeoF7vSad0qqXfw","DanTDM",36094983,289072,9285,0,15481,20,NA,"Jogos",36000
"119","ydpW77Jke4g","Minecraft | 5 SECRETS ABOUT DANTDM!!","Subscribe and join TeamTDM! :: http://bit.ly/TxtGm8 <U+25BB> Previous Adventure :: https://youtu.be/rcFc1rFvY-w <U+25BB> Follow Me on Twitter ...",2015-06-27 18:43:00,2015-06-27,67380,"none","UCS5Oz6CHmeoF7vSad0qqXfw","DanTDM",35099583,326256,11699,0,33308,20,NA,"Jogos",35000
"120","MkoIM2y8Opc","THE TALE OF HEROBRINE | Minecraft: Mod Showcase","""HEROBRINE IS REAL!!"" <U+25BB> Next: https://www.youtube.com/watch?v=KzT5AVAR01c&list=PLUR-PCZCUv7Te0KbzR6rpaD9rXORtYib2&index=74 <U+25BB> Previous: ...",2014-04-12 19:41:50,2014-04-12,70860,"none","UCS5Oz6CHmeoF7vSad0qqXfw","DanTDM",35017596,299118,10193,0,31584,20,NA,"Jogos",35000
"121","YQHsXMglC9A","Adele - Hello","'Hello' is taken from the new album, 25, out November 20. http://adele.com Available now from iTunes http://smarturl.it/itunes25 Available now from Amazon ...",2015-10-23 06:54:18,2015-10-23,24840,"none","UComP_epzeKzvBX156r6pm1Q","AdeleVEVO",2074105953,12313208,671048,0,846170,10,"en-US","Música",2074000
"122","rYEDA3JcQqw","Adele - Rolling in the Deep","Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt Follow ...",2010-11-30 23:29:12,2010-11-30,84540,"none","UComP_epzeKzvBX156r6pm1Q","AdeleVEVO",1183733139,4637746,170783,0,340902,10,"en-US","Música",1183000
"123","hLQl3WQQoQ0","Adele - Someone Like You","Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt Follow ...",2011-09-29 23:56:00,2011-09-29,86160,"none","UComP_epzeKzvBX156r6pm1Q","AdeleVEVO",943986280,3881004,140173,0,240564,10,"en-US","Música",943000
"124","fk4BbF7B29w","Adele - Send My Love (To Your New Lover)","'Send My Love (To Your New Lover)' is taken from the new album, 25, out now. http://adele.com Available now from iTunes http://smarturl.it/itunes25 Available ...",2016-05-23 01:46:00,2016-05-23,6360,"none","UComP_epzeKzvBX156r6pm1Q","AdeleVEVO",424866850,2787350,98389,0,145554,10,"en-US","Música",424000
"125","Ri7-vnrJD3k","Adele - Set Fire To The Rain (Live at The Royal Albert Hall)","Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt Follow ...",2011-11-16 08:00:00,2011-11-16,28800,"none","UComP_epzeKzvBX156r6pm1Q","AdeleVEVO",379272571,1387003,43295,0,72546,10,"en-US","Música",379000
